id,user_id,date,start,end,moral1,moral2,moral3,moral4,moral5,moral6,moral7,sexual1,sexual2,sexual3,sexual4,sexual5,sexual6,sexual7,pathogen1,pathogen2,pathogen3,pathogen4,pathogen5,pathogen6,pathogen7
6242,b7d967d680c2ddd47bd0fcaf162ac1f5,2010-05-07,2010-05-07 09:00:55,2010-05-07 09:02:54,5,6,6,6,5,6,5,4,2,3,5,6,6,3,6,5,5,4,5,5,2
6243,5b32815a9601c2e06bb1806a30402f0b,2010-05-07,2010-05-07 09:35:47,2010-05-07 09:37:31,4,4,4,6,5,0,4,4,0,0,4,1,6,5,5,5,5,1,3,6,6
6244,d1216e4b898906ce20df526dd95f5515,2010-05-07,2010-05-07 09:42:38,2010-05-07 09:47:31,1,4,4,4,0,5,3,1,0,1,5,5,4,1,4,5,4,1,4,1,5
6245,47fba8081460560d69ac174e76a75763,2010-05-07,2010-05-07 18:00:29,2010-05-07 18:04:03,1,5,5,5,5,5,4,1,2,2,1,2,5,2,4,0,4,4,2,4,2
6246,22a869eeb8edf2f8574065472aba8925,2010-05-07,2010-05-07 20:25:26,2010-05-07 20:27:04,1,6,6,6,5,4,6,4,3,3,6,6,6,6,5,5,2,4,6,1,2
6247,ba27926fd808b213af12388e75196200,2010-05-08,2010-05-08 05:37:57,2010-05-08 05:40:32,4,5,5,5,3,4,4,0,0,0,2,1,4,1,5,5,4,1,4,4,3
6248,c989d27a44c43c4dadc1e527b3121404,2010-05-08,2010-05-08 05:55:27,2010-05-08 05:58:01,1,2,3,4,6,3,5,4,1,1,4,4,4,5,3,2,0,2,5,6,1
6249,efe22d84429f7ed62030dd899387b94c,2010-05-08,2010-05-08 10:22:35,2010-05-08 10:24:48,3,2,5,1,2,4,0,4,4,1,5,4,3,5,6,4,6,1,6,1,0
6250,950bac4670d69df173b03e74f2d5594a,2010-05-10,2010-05-10 16:51:25,2010-05-10 16:55:54,4,5,1,5,1,4,2,0,0,0,3,0,3,0,4,3,4,4,5,1,3
6251,af730fd067e6893fd22953c8c9324d08,2010-05-11,2010-05-11 08:13:08,2010-05-11 08:14:53,5,4,3,5,2,5,4,4,0,5,4,5,4,1,4,4,2,2,4,6,5
6252,e7d945c98d2e1a95c5f271f5c87d811f,2010-05-11,2010-05-11 09:38:19,2010-05-11 09:41:57,4,5,4,4,3,6,5,6,3,2,0,4,6,6,6,6,5,4,6,5,4
6253,b3d6f07f3ea7c68c59def72134949b75,2010-05-11,2010-05-11 13:21:47,2010-05-11 13:24:19,1,1,4,5,1,1,4,1,1,0,5,1,1,4,5,6,5,6,6,2,5
6254,baccf67fc66b0aef258112e9a7cd84a3,2010-05-11,2010-05-11 16:04:55,2010-05-11 16:06:28,4,4,4,3,5,5,4,4,4,0,5,3,6,5,6,6,6,5,6,6,3
6255,b4f171b2dd4fb12895cc98abdd31d0dc,2010-05-12,2010-05-12 00:19:12,2010-05-12 00:21:40,1,4,2,4,4,3,2,3,0,0,1,0,5,0,3,3,2,2,3,1,4
6256,aaf8f6d90f60e8608de8f2578ce757ea,2010-05-12,2010-05-12 09:34:41,2010-05-12 09:36:38,3,6,1,6,3,5,3,0,3,1,0,6,6,6,6,4,5,6,6,0,6
6257,e61d78a261b6b203fac4516c27fc5af2,2010-05-12,2010-05-12 12:01:38,2010-05-12 12:02:48,6,6,6,6,6,2,6,0,0,0,0,0,0,0,6,1,1,2,5,4,6
6258,27c5135c5ffb274301a02eaffc60aab8,2010-05-12,2010-05-12 12:33:43,2010-05-12 12:35:08,2,6,6,6,6,6,1,1,0,0,1,0,6,1,5,4,2,2,4,6,4
6259,46dabe6eb362e9182bc3fc2b59276886,2010-05-12,2010-05-12 14:53:56,2010-05-12 15:00:36,3,4,2,4,3,5,3,0,0,1,1,1,2,0,4,4,4,2,6,5,5
6260,91f62efc22cefda1787f054b3d81cc61,2010-05-12,2010-05-12 22:26:43,2010-05-12 22:28:15,1,6,6,6,6,6,,0,0,0,0,0,0,0,6,6,6,4,3,6,3
6261,75219563a7b16f83109d6add7df2db81,2010-05-12,2010-05-12 22:57:50,2010-05-12 23:00:27,0,3,0,4,0,2,1,1,0,0,0,6,6,0,1,2,2,1,5,1,0
6262,01a49da738b2efa1e38bb28c1be7828f,2010-05-13,2010-05-13 05:36:15,2010-05-13 05:38:22,4,6,6,6,6,6,6,5,5,0,1,4,6,6,6,5,4,3,4,4,5
6263,768a98b49e991760fc99322423101b7f,2010-05-13,2010-05-13 09:38:30,2010-05-13 09:40:29,1,6,0,5,4,4,1,0,0,1,6,5,6,0,5,4,3,6,4,6,6
6264,eb6d2d44d8936c74209a8c511b1020da,2010-05-13,2010-05-13 15:06:18,2010-05-13 15:09:14,1,2,1,2,1,1,1,1,5,0,1,0,1,3,4,5,4,4,5,4,1
6265,8c666c794aff96eb8a10e697e0298a9c,2010-05-13,2010-05-13 16:01:55,2010-05-13 16:03:52,4,5,5,5,3,2,3,1,0,0,1,1,1,1,4,3,4,2,5,0,4
6266,8be4a5e87d5ff900f4b794918aa27d9f,2010-05-13,2010-05-13 17:39:51,2010-05-13 17:42:55,0,6,2,2,0,5,0,0,0,0,2,0,2,2,4,0,2,1,1,0,1
6267,70137834c2d27529762fc4ec9d7c2262,2010-05-13,2010-05-13 22:27:33,2010-05-13 22:33:38,3,4,0,1,1,1,3,1,0,0,0,5,5,2,4,2,2,1,4,5,4
6268,1f29b08e221595d300d9af3c66efec71,2010-05-14,2010-05-14 05:28:59,2010-05-14 05:30:23,3,6,0,4,1,0,1,1,0,1,1,1,2,0,2,3,1,2,3,6,1
6269,2b3bacfde80c5477d7bcba365d85fffb,2010-05-14,2010-05-14 13:31:12,2010-05-14 13:32:57,2,4,2,3,4,2,4,0,5,0,1,2,6,5,3,0,1,2,4,2,4
6270,b861af00b17556e7c46eebefa7c14b2d,2010-05-15,2010-05-15 01:27:17,2010-05-15 01:29:36,3,5,5,4,4,6,4,5,0,4,6,3,6,2,5,6,2,5,6,4,6
6271,32daa3120d6444e57cb7ce11e8760aec,2010-05-15,2010-05-15 07:53:29,2010-05-15 07:55:35,0,4,0,1,0,0,0,4,4,2,5,5,5,6,5,4,1,5,4,4,4
6272,9d40a504289d2056ad8a07008439f6d9,2010-05-15,2010-05-15 10:13:00,2010-05-15 10:15:40,5,4,3,4,4,5,5,0,0,0,3,5,5,4,5,5,6,4,6,4,6
6273,ea8cd30bb2037f156f864b98ac21990d,2010-05-15,2010-05-15 10:48:04,2010-05-15 10:50:32,4,5,3,5,1,4,5,0,5,5,5,5,4,6,3,2,0,3,0,3,2
6274,4794c6dcae8e5ea67ba6032d72a1428e,2010-05-15,2010-05-15 15:26:46,2010-05-15 15:29:06,0,0,0,4,4,1,5,0,1,0,2,2,3,4,6,5,6,5,6,6,3
6275,afe6530724167af2b0042f797e093e23,2010-05-15,2010-05-15 15:58:28,2010-05-15 16:00:17,5,5,4,5,6,5,4,1,0,0,0,2,1,2,2,4,5,4,5,1,3
6276,90e34e393f9f53a4571438ddaf251cf5,2010-05-15,2010-05-15 16:29:37,2010-05-15 16:34:27,4,5,0,6,3,1,1,2,3,1,3,6,6,5,6,4,4,1,3,1,2
6277,da217473579f72b6584eee66c48c3fbc,2010-05-15,2010-05-15 18:44:50,2010-05-15 18:51:07,6,6,1,3,4,5,3,0,1,0,1,0,0,6,6,4,4,5,5,1,6
6278,1ed61c149777baec1b2d8c0bd6051837,2010-05-15,2010-05-15 22:08:04,2010-05-15 22:10:05,1,4,3,3,5,6,4,2,0,0,5,6,3,6,5,6,4,5,5,3,4
6279,f9c503990d5247e24f897bb11baf18c1,2010-05-16,2010-05-16 08:35:56,2010-05-16 08:37:15,4,4,3,5,5,4,2,6,0,1,1,3,6,2,6,4,4,4,6,,6
6280,06fa3d9e96975458d00bab0f7c8f9274,2010-05-17,2010-05-17 01:55:06,2010-05-17 01:56:49,3,5,3,5,4,3,4,1,1,0,1,3,0,2,2,1,2,4,2,0,2
6281,f2a6583349e4723c2d69bc96aaff6f73,2010-05-17,2010-05-17 04:15:46,2010-05-17 04:17:34,3,5,2,5,2,5,3,1,0,0,6,3,2,0,6,5,6,5,5,6,6
6282,d101aec25f8db319fc91b22ab7a10cae,2010-05-17,2010-05-17 05:46:22,2010-05-17 05:50:09,3,6,3,6,3,4,3,0,0,0,0,0,0,0,1,3,1,1,2,5,2
6283,b5d913c32da226a8978c05da35c8b4b1,2010-05-17,2010-05-17 09:59:41,2010-05-17 10:04:41,0,4,1,6,5,1,5,1,0,0,2,3,4,6,2,2,0,1,3,4,3
6284,20a6bfc8a4da33d3e97b9627ea6dc409,2010-05-17,2010-05-17 22:00:56,2010-05-17 22:03:57,0,2,1,3,0,3,2,0,0,0,1,0,2,0,5,1,3,1,4,2,1
6285,979f81b41e01aa6089cc7e652c1afd5b,2010-05-18,2010-05-18 00:44:07,2010-05-18 00:45:32,3,4,4,3,2,3,2,1,1,1,0,1,0,1,1,2,1,1,4,2,4
6286,0d17b5b65312b8fb6f141aacd7a7fbf3,2010-05-18,2010-05-18 04:27:46,2010-05-18 04:31:11,0,0,0,0,3,0,0,6,0,6,6,6,6,0,6,0,2,6,6,6,2
6287,0ca58f8e4329d1c7bdb08380bcbd5362,2010-05-18,2010-05-18 05:27:30,2010-05-18 05:30:08,6,6,4,6,6,5,6,0,1,0,0,4,6,6,5,0,2,3,6,3,0
6288,8308194256c6c01f978f5bd0d0ea186b,2010-05-18,2010-05-18 20:29:51,2010-05-18 20:31:19,5,5,5,5,4,4,5,0,2,3,1,1,2,3,6,6,6,6,6,6,6
6289,96611f1158c8b428f2c5d8a2882838bb,2010-05-18,2010-05-18 21:17:21,2010-05-18 21:19:09,2,4,1,3,3,4,4,3,2,0,3,3,3,4,5,4,3,4,6,5,5
6290,d3c1d60c33af95410beca35f59df5029,2010-05-19,2010-05-19 00:32:31,2010-05-19 00:34:14,2,2,2,3,3,3,4,1,0,0,4,1,,2,3,3,2,5,4,2,5
6291,278810c1013ee7f7e849ed4b710e7985,2010-05-19,2010-05-19 00:37:14,2010-05-19 00:38:59,0,5,3,0,1,1,1,5,6,0,6,5,6,1,3,1,2,4,4,0,0
6292,37891119f712ad0af0a69e9490661998,2010-05-19,2010-05-19 08:21:25,2010-05-19 08:24:40,5,6,2,6,4,5,4,1,0,1,4,4,5,4,3,2,1,2,3,5,1
6293,144f882ca40ac1835eb635848639fe7d,2010-05-19,2010-05-19 11:38:52,2010-05-19 11:40:51,5,5,4,6,4,6,4,2,2,1,3,2,4,2,6,6,6,6,6,6,1
6294,1651a198503dbc977e20543a7c3dc54e,2010-05-19,2010-05-19 13:16:40,2010-05-19 13:19:32,5,5,4,5,5,2,4,6,6,6,6,5,6,6,4,3,2,4,3,2,3
6295,016d179c97eb69c2aa8f9f9cff12107e,2010-05-19,2010-05-19 17:12:08,2010-05-19 17:13:30,5,5,5,3,2,5,5,0,0,0,0,0,0,0,6,4,2,5,5,5,4
6296,86f13fa27de1af8657cc94e122156c47,2010-05-19,2010-05-19 19:26:54,2010-05-19 19:28:28,0,0,0,0,0,0,0,3,1,5,6,6,2,6,4,2,2,1,4,1,6
6297,0d109dbb4a158f596eda29644e1a3421,2010-05-19,2010-05-19 23:39:14,2010-05-19 23:40:18,4,5,5,5,4,5,4,1,0,2,4,2,5,3,4,2,3,3,3,1,2
6298,5d413535502a4866d2d34346b13ed879,2010-05-20,2010-05-20 00:13:30,2010-05-20 00:16:46,2,5,3,5,4,4,3,4,1,1,3,2,4,3,4,0,3,2,2,4,5
6299,24bf42965d2f236b39a6685418bfc04b,2010-05-20,2010-05-20 03:32:01,2010-05-20 03:33:29,6,6,6,6,6,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0,3
6300,d5d34e10391e188ae0db13d7ddf4e5a5,2010-05-20,2010-05-20 03:43:42,2010-05-20 03:45:06,3,4,1,2,0,1,3,2,0,0,5,3,1,2,5,5,5,5,5,5,4
6301,ba68c680faac28d466fb271a19b88442,2010-05-20,2010-05-20 04:39:33,2010-05-20 04:42:13,3,5,1,5,6,4,2,0,0,0,0,0,4,1,5,4,5,4,6,3,4
6302,5bfe742dbe96e470ea42f994db61bc45,2010-05-20,2010-05-20 06:37:46,2010-05-20 06:40:30,2,4,1,4,5,6,0,1,0,0,1,0,0,1,3,2,3,2,3,2,4
6303,d9c5b08f12ae3ab9f0ece7b035c3767e,2010-05-20,2010-05-20 06:52:04,2010-05-20 06:54:15,2,6,6,5,3,4,6,1,2,1,2,1,1,5,1,2,0,2,1,5,1
6304,7163c4fa868e7d1a7255f6935c1e2855,2010-05-20,2010-05-20 08:37:58,2010-05-20 08:40:28,6,4,2,4,6,2,2,0,0,0,6,1,3,0,2,3,6,6,6,6,2
6305,058042704cb6626d20ad8148e4ac0e89,2010-05-20,2010-05-20 08:43:24,2010-05-20 08:44:52,4,5,4,5,5,5,3,1,0,2,5,1,5,5,6,2,1,1,4,2,1
6306,3836aa8503382b3e41f5abb2e0d8d7fb,2010-05-20,2010-05-20 13:26:42,2010-05-20 13:29:13,6,6,4,6,5,6,2,2,0,1,4,4,6,3,3,4,5,4,6,4,0
6307,ef4fcd1de21e3c8821fa421ed1c11798,2010-05-20,2010-05-20 18:16:59,2010-05-20 18:26:05,4,4,4,5,5,5,4,4,0,0,2,2,6,1,3,5,2,5,2,5,6
6308,c5c524f7b4c3e8351c9d0c5950c61d60,2010-05-20,2010-05-20 18:50:28,2010-05-20 18:52:51,2,3,3,4,5,3,3,2,5,2,0,4,2,1,3,3,3,2,2,2,4
6309,b8aabe082860a5429e7abe24176cca64,2010-05-20,2010-05-20 19:37:11,2010-05-20 19:41:34,5,4,5,6,5,5,4,2,0,0,3,0,3,1,4,1,2,3,4,1,1
6310,2c4b334b352faca19bad88089a677d27,2010-05-20,2010-05-20 21:15:14,2010-05-20 21:18:26,5,5,5,4,3,4,5,4,6,6,5,5,5,3,4,5,4,6,6,6,5
6311,17860535e2ac8cfe58560a4bb7c1a697,2010-05-21,2010-05-20 23:58:54,2010-05-21 00:00:34,1,6,0,0,0,6,0,0,0,0,0,0,0,0,6,6,2,6,6,2,5
6312,d61a3e1b90e3d2d9c0686677a00678bf,2010-05-21,2010-05-21 01:34:04,2010-05-21 01:36:40,0,1,0,5,1,5,4,1,1,1,5,0,3,6,4,1,3,5,3,6,6
6313,e57281ab2b79d2853b06adfbd3c3b59e,2010-05-21,2010-05-21 04:24:23,2010-05-21 04:26:22,1,1,1,4,2,2,1,2,0,2,0,5,5,2,5,5,3,3,5,4,5
6314,a5e7bd2fe3fe780f3d9df1a6f571dd3b,2010-05-21,2010-05-21 10:02:11,2010-05-21 10:04:18,5,5,6,5,6,6,5,0,0,0,4,0,6,4,6,3,4,4,6,0,4
6315,133e95c8a7ba3f88d705cb071e97f413,2010-05-21,2010-05-21 21:00:53,2010-05-21 21:02:04,0,3,2,0,1,3,1,0,0,2,5,4,6,6,4,4,2,3,2,5,6
6316,c67fbc7b722113b7d33721123c67bd2f,2010-05-22,2010-05-22 13:38:19,2010-05-22 13:43:23,2,4,1,6,5,4,1,0,0,1,2,0,3,3,3,0,0,3,2,0,3
6317,3c979dcc1e025c9d8bfd95b8a12d29d8,2010-05-22,2010-05-22 22:28:51,2010-05-22 22:30:53,5,5,4,4,4,6,4,5,6,2,6,5,4,6,5,4,4,4,,3,4
6318,2f3baa38f1fe34a812060645cdbde2a1,2010-05-23,2010-05-23 07:38:01,2010-05-23 07:43:44,1,6,4,6,6,4,5,1,4,1,3,3,3,4,6,5,5,3,5,3,5
6319,c3492190216e43318f707725d11b9c06,2010-05-23,2010-05-23 08:12:01,2010-05-23 08:23:13,6,5,5,6,6,6,6,1,0,0,3,1,5,0,5,1,5,6,6,0,1
6320,c3492190216e43318f707725d11b9c06,2010-05-23,2010-05-23 08:12:01,2010-05-23 08:23:40,6,5,5,6,6,6,6,1,0,0,3,1,5,0,5,1,5,6,6,0,1
6321,c3492190216e43318f707725d11b9c06,2010-05-23,2010-05-23 08:23:45,2010-05-23 08:26:08,6,5,6,6,6,6,6,1,0,0,3,1,5,0,5,1,5,5,6,0,3
6322,2ba52ae65333fac78dd1f31e4381f23d,2010-05-23,2010-05-23 12:08:37,2010-05-23 12:12:41,3,5,3,4,4,4,3,1,0,0,3,0,5,1,2,1,1,1,4,3,3
6323,c6a1c3de6d0cc2b45c762f4b7e7eb7eb,2010-05-23,2010-05-23 15:02:05,2010-05-23 15:06:19,2,6,4,4,3,3,5,2,0,1,2,1,1,0,3,5,2,2,2,3,3
6324,1cc2fbdfe39540bdfff631c7d6d19721,2010-05-23,2010-05-23 22:39:05,2010-05-23 22:40:58,2,4,5,5,6,5,5,0,0,0,1,3,4,1,6,4,2,2,4,6,5
6325,f6217d2229394fadb3ff5409c8aaa542,2010-05-24,2010-05-24 15:06:29,2010-05-24 15:08:46,0,3,3,2,4,2,3,1,0,0,0,1,0,3,4,2,4,3,3,2,6
6326,a08aef5129703bde445096a969b8d1e1,2010-05-24,2010-05-24 19:47:02,2010-05-24 19:49:03,1,5,1,1,6,4,4,2,1,1,0,2,5,1,5,3,5,2,5,4,3
6327,e6b60fbd09150faa8a0dfa55c4247e8d,2010-05-24,2010-05-24 21:47:23,2010-05-24 21:49:47,4,6,5,6,6,5,5,0,0,0,1,0,0,1,4,1,3,2,3,4,4
6328,ca2b6ea79fc7ab4ad2726ba371f66241,2010-05-25,2010-05-25 03:04:44,2010-05-25 03:06:33,5,5,5,5,5,6,5,3,1,1,4,3,5,1,5,4,4,2,5,4,5
6329,9db314e26ec8b2aa473b23e4fa8a47be,2010-05-25,2010-05-25 23:08:57,2010-05-25 23:11:29,0,2,0,1,0,4,1,0,0,0,4,5,5,5,4,1,4,0,4,0,0
6330,6561c19e5d5a13db04efd16b1d8c4257,2010-05-26,2010-05-26 03:58:10,2010-05-26 04:00:23,4,5,5,5,4,0,4,5,4,1,4,6,2,0,5,2,2,4,6,5,5
6331,033a6593c72d4816063679405347f545,2010-05-26,2010-05-26 06:19:43,2010-05-26 06:21:03,5,6,5,5,6,4,6,0,1,0,2,2,2,1,5,5,2,1,5,1,5
6332,dae313fe1b7d241b7908d1c393cee3cb,2010-05-26,2010-05-26 19:12:23,2010-05-26 19:15:14,5,5,4,6,5,5,4,0,0,0,0,2,1,0,2,3,1,1,3,1,1
6333,31b2f56cb63e0e00d3ee90f53ee19184,2010-05-27,2010-05-27 04:46:04,2010-05-27 04:50:28,6,2,0,3,6,0,0,0,0,1,6,6,6,6,6,4,6,6,6,6,6
6334,ad255ce8e3c0aa5920bac9549156de6d,2010-05-27,2010-05-27 17:50:17,2010-05-27 17:54:56,1,6,3,6,5,2,5,4,4,2,4,1,6,1,6,5,3,5,5,5,4
6335,7f83f940656d620ccc32ec999f469d5b,2010-05-27,2010-05-27 21:37:25,2010-05-27 21:39:59,6,6,5,6,6,5,5,3,0,1,3,1,6,6,4,3,3,4,5,5,3
6336,73f4e33046ec8eb0233c41baa9b24446,2010-05-27,2010-05-27 22:12:10,2010-05-27 22:14:49,4,6,4,6,6,4,6,6,0,4,6,6,6,6,6,4,5,6,6,5,6
6337,71baa1fd480b5bb396dac82a04b9be7f,2010-05-28,2010-05-28 02:06:31,2010-05-28 02:08:37,6,6,4,4,4,6,4,6,4,6,5,4,6,6,5,4,4,5,6,3,6
6338,fea6ce96a69a537c31ab00be5a82fc8a,2010-05-28,2010-05-28 04:52:59,2010-05-28 04:54:09,6,6,6,6,6,5,6,6,6,5,6,6,6,5,6,6,3,5,5,4,6
6339,b7b86af01efb2334c546d9e0d55d19de,2010-05-28,2010-05-28 14:54:56,2010-05-28 14:56:41,1,6,6,6,6,6,6,0,0,0,0,2,0,0,4,1,2,0,4,3,6
6340,234715f9f385cd72095394e181c71f8b,2010-05-28,2010-05-28 19:40:46,2010-05-28 19:42:25,4,6,4,5,3,1,1,2,0,1,3,0,2,6,4,3,3,4,6,4,0
6341,4153bacb41f54271a5087363f04e809d,2010-05-29,2010-05-29 12:26:54,2010-05-29 12:28:54,5,6,0,5,6,6,2,1,0,0,0,0,0,0,0,3,6,2,5,0,5
6342,9194b1f4e69d576c60bebfe27e850490,2010-05-29,2010-05-29 19:28:45,2010-05-29 19:31:38,5,6,5,6,5,5,5,3,0,2,2,1,6,5,4,0,1,4,4,2,2
6343,61c252f0379738136af0129e77f42486,2010-05-29,2010-05-29 19:49:26,2010-05-29 19:51:59,2,6,6,6,6,5,6,0,0,0,1,1,4,0,5,4,4,5,4,4,4
6344,e4cf908a9d9c3f250aae45208e6c3db2,2010-05-31,2010-05-31 20:52:23,2010-05-31 20:53:56,1,4,1,2,0,6,1,4,1,3,5,6,6,5,4,5,4,4,5,3,6
6345,f0df975002d9fe072b1a60378430f8ac,2010-06-01,2010-06-01 03:46:33,2010-06-01 03:49:28,6,6,2,3,6,4,5,2,2,0,4,2,6,6,3,4,2,1,4,4,6
6346,45d4dcecb5268643aa33703e8e858497,2010-06-01,2010-06-01 06:16:03,2010-06-01 06:18:09,0,0,0,0,0,0,0,6,6,6,6,6,6,6,2,2,5,6,4,6,1
6347,f6acfb4312d04839b214bdb62cc0913a,2010-06-01,2010-06-01 22:21:44,2010-06-01 22:23:07,1,6,2,5,6,5,5,1,0,0,0,6,6,0,5,6,5,5,6,6,6
6348,2a118f9f0f6fd0781f63bf4e4fdd6baf,2010-06-02,2010-06-02 02:22:16,2010-06-02 02:23:45,5,6,2,6,6,5,5,0,0,0,0,1,0,1,0,4,1,1,4,0,2
6349,73f8e7f3ec02fc66b8a545ad3ccac4e0,2010-06-02,2010-06-02 04:22:52,2010-06-02 04:26:23,1,5,5,5,1,5,3,2,1,2,2,4,2,1,6,1,3,1,4,5,1
6350,dbb3acc772fd7206756eadd60d8c8c43,2010-06-02,2010-06-02 18:42:34,2010-06-02 18:44:47,2,6,2,6,6,5,6,1,0,0,0,6,3,4,5,3,3,4,5,5,1
6351,a2fc8c42aa6a075a06ec5a0518885c9f,2010-06-02,2010-06-02 19:30:29,2010-06-02 19:32:50,2,4,4,4,6,3,4,0,0,0,2,1,0,1,1,4,5,2,4,1,4
6352,71d7ad62942f628dc0c8bca78b012ed6,2010-06-04,2010-06-04 14:49:20,2010-06-04 14:51:14,6,5,6,6,6,6,6,6,6,6,6,5,6,6,5,0,0,4,5,1,6
6353,febc0ad3127f2e43c2334fc7919cdee6,2010-06-05,2010-06-05 07:18:44,2010-06-05 07:21:19,1,6,6,6,1,5,6,1,0,0,1,1,1,2,4,1,3,4,5,6,6
6354,bfd653ebab87ea002a442c391d92f1aa,2010-06-05,2010-06-05 23:27:19,2010-06-05 23:29:11,5,6,3,,5,6,,3,5,5,5,6,3,5,4,0,1,1,4,0,1
6355,e2a1340dc0e1680d8a04fbcc47265b4b,2010-06-06,2010-06-06 03:21:33,2010-06-06 03:24:22,6,6,2,6,2,5,5,1,1,2,4,4,5,4,5,1,3,4,4,3,4
6356,380b58d1e3ab234b782cd9ea3046ebca,2010-06-06,2010-06-06 22:20:26,2010-06-06 22:22:42,6,6,5,5,3,5,4,3,5,0,3,3,6,3,5,5,4,2,5,6,2
6357,949b5cc6f4b6f43b25db2b2e0ce01917,2010-06-07,2010-06-07 18:28:56,2010-06-07 18:30:41,6,6,0,6,0,0,1,1,5,5,6,6,4,6,0,0,2,1,,0,6
6358,c8d3acb69c21d33c40f9e789d2eeb762,2010-06-08,2010-06-08 06:07:32,2010-06-08 06:09:16,3,6,3,3,4,5,5,5,5,5,6,5,6,4,2,3,3,4,5,1,3
6359,35ee10519f62fc3b74c1bf218555bf71,2010-06-08,2010-06-08 08:00:29,2010-06-08 08:04:25,1,6,4,6,1,5,3,1,0,2,4,0,6,1,4,0,4,5,3,0,0
6360,9cc0bcf229dbf4ac6c8f78fe5d1f5e06,2010-06-09,2010-06-09 18:34:22,2010-06-09 18:35:45,0,0,1,2,1,4,0,0,6,0,0,0,0,0,5,1,,4,1,,0
6361,7b7d2a8840ec550180ea84aea343bb05,2010-06-09,2010-06-09 19:01:49,2010-06-09 19:03:33,2,6,4,6,4,0,4,0,0,1,0,0,2,0,6,2,1,1,2,1,1
6362,db6e31a1e0460aaade711b6b4b94feda,2010-06-09,2010-06-09 21:31:58,2010-06-09 21:34:01,4,4,4,4,3,3,2,4,2,1,3,2,3,6,5,2,0,4,5,5,4
6363,ee4c35abda0eec05d19526df70c90963,2010-06-10,2010-06-10 04:19:12,2010-06-10 04:20:43,0,1,1,1,0,1,0,5,6,6,6,2,6,6,5,3,2,4,5,3,6
6364,0aeef462ac25e7cdc6bace4c380ceac8,2010-06-10,2010-06-10 05:40:18,2010-06-10 05:42:16,5,6,6,6,5,5,6,0,0,1,4,2,6,5,4,4,3,4,4,4,5
6365,9b96b73ec318ab2225619f9018f148b4,2010-06-10,2010-06-10 13:51:46,2010-06-10 13:53:29,4,2,1,5,5,5,4,1,1,0,4,1,5,0,4,3,4,5,5,0,0
6366,a868f7e546790447fe28d7066611b7a6,2010-06-10,2010-06-10 23:10:17,2010-06-10 23:12:38,0,2,0,1,1,0,0,0,0,0,1,1,4,0,2,0,0,0,1,1,0
6367,69cd93dfdef86e83216c3c6aff007185,2010-06-13,2010-06-13 10:01:08,2010-06-13 10:03:19,4,6,6,6,6,6,6,2,0,0,0,1,0,0,6,5,6,2,6,5,6
6368,b47080d38d610fce9ced7396a7555508,2010-06-13,2010-06-13 12:39:43,2010-06-13 12:41:26,6,6,6,6,6,6,6,5,0,3,3,0,3,5,5,5,3,3,5,4,5
6369,d3d856d1b55f786f90415dc7e04b01ce,2010-06-13,2010-06-13 14:47:38,2010-06-13 14:49:58,0,6,4,5,3,6,1,3,0,2,2,0,5,0,3,4,4,3,5,1,3
6370,55089ac374d686ec454179962479caf3,2010-06-15,2010-06-15 21:16:02,2010-06-15 21:18:59,0,3,1,2,5,3,2,1,2,1,1,1,2,3,4,1,1,1,3,1,2
6371,5b04f766ac66c408b205a3d34fe109f7,2010-06-16,2010-06-16 01:01:39,2010-06-16 01:04:35,2,,4,5,4,3,4,2,0,1,4,3,5,1,3,1,4,3,4,2,1
6372,affbbdeb752a6d825819e4e0532e2e42,2010-06-16,2010-06-16 01:16:11,2010-06-16 01:18:28,4,6,2,6,5,6,6,5,0,4,4,1,6,6,5,6,3,5,5,5,5
6373,a436597b50414c388c1451a9d31c5319,2010-06-16,2010-06-16 03:23:50,2010-06-16 03:26:27,3,6,5,4,6,5,6,0,0,0,0,1,2,0,5,3,6,6,6,6,0
6374,a72d0f7ab2cc711462bfe15488220c00,2010-06-16,2010-06-16 22:00:32,2010-06-16 22:05:24,2,3,3,5,3,5,2,0,2,2,2,3,1,5,5,4,4,0,4,0,2
6375,f2572589c16c1a1f243b27b043e41fd0,2010-06-17,2010-06-17 06:00:06,2010-06-17 06:01:48,2,4,3,5,2,4,4,2,0,2,2,4,3,0,3,2,1,5,2,3,4
6376,34e46bc85ef7f9194562d89fe6e13ab2,2010-06-18,2010-06-18 07:31:12,2010-06-18 07:32:31,5,4,6,5,5,6,4,4,0,0,2,5,4,0,3,3,4,4,4,5,4
6377,bd2e8abad89d8271e5fe54dbde848786,2010-06-18,2010-06-18 13:46:53,2010-06-18 13:49:21,3,4,4,4,2,0,1,1,4,2,5,3,4,4,6,2,2,6,5,5,3
6378,2dc029677b682a4ca450ec8be0731c74,2010-06-18,2010-06-18 14:09:22,2010-06-18 14:10:44,5,6,4,4,6,4,5,6,6,6,6,6,6,6,4,0,1,3,3,2,3
6379,c9ba2426eeb9f2fee4c5e8762b38197f,2010-06-18,2010-06-18 23:08:39,2010-06-18 23:10:03,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,5,3,3,5,1,2
